"L2","L3","L4","L5","L6","temp","prov"
5,8,11,14,18,25,"qc"
3,6,8,10,16,25,"qc"
6,9,12,15,20,25,"qc"
5,9,12,15,21,25,"qc"
4,7,10,13,18,25,"qc"
5,8,11,14,18,25,"qc"
4,7,10,13,20,25,"qc"
4,7,10,13,18,25,"qc"
5,9,12,15,21,25,"qc"
5,8,11,14,21,25,"qc"
5,8,11,14,19,25,"qc"
4,6,9,12,18,25,"qc"
4,6,10,14,18,25,"qc"
5,8,12,15,20,25,"qc"
4,7,10,13,19,25,"qc"
5,9,15,18,23,25,"qc"
5,8,10,13,20,25,"qc"
5,7,10,13,18,25,"qc"
5,8,12,15,20,25,"qc"
4,7,10,13,21,25,"qc"
5,8,10,14,19,25,"qc"
3,6,8,11,16,25,"qc"
5,7,10,13,18,25,"qc"
4,8,11,13,18,25,"qc"
4,8,11,14,20,25,"qc"
4,7,10,14,18,25,"qc"
5,8,14,17,22,25,"qc"
4,6,8,11,18,25,"qc"
4,6,9,13,18,25,"qc"
3,6,8,11,18,25,"qc"
4,6,8,11,15,25,"qc"
6,8,12,15,19,25,"qc"
5,8,11,15,21,25,"qc"
5,9,13,18,22,25,"qc"
4,7,10,13,18,25,"qc"
4,7,10,14,22,25,"qc"
4,8,9,12,18,25,"qc"
5,8,10,13,18,25,"qc"
4,7,9,12,19,25,"qc"
4,7,10,13,19,25,"qc"
5,7,14,18,23,25,"qc"
5,8,11,14,21,25,"qc"
4,6,9,11,21,25,"qc"
5,8,12,17,27,25,"qc"
4,7,10,13,18,25,"qc"
3,6,8,12,16,25,"qc"
5,8,11,15,19,25,"qc"
4,7,10,16,22,25,"qc"
5,7,11,15,21,25,"qc"
5,8,11,14,20,25,"qc"
4,7,10,13,18,25,"qc"
5,8,11,14,21,25,"qc"
5,8,11,15,21,25,"qc"
5,7,10,13,19,25,"qc"
4,7,10,13,21,25,"qc"
4,7,10,13,19,25,"qc"
4,7,9,12,18,25,"qc"
5,7,11,14,20,25,"qc"
5,7,10,13,18,25,"qc"
5,7,10,13,18,25,"qc"
4,7,10,13,23,25,"qc"
6,9,13,16,21,25,"qc"
9,16,20,22,30,30,"qc"
9,14,20,25,34,30,"qc"
9,15,20,24,32,30,"qc"
7,14,20,23,46,30,"qc"
9,14,20,23,30,30,"qc"
7,13,17,19,28,30,"qc"
9,14,18,28,34,30,"qc"
10,17,23,26,36,30,"qc"
9,14,20,22,28,30,"qc"
9,16,25,30,41,30,"qc"
9,14,18,20,26,30,"qc"
7,13,18,23,34,30,"qc"
7,13,17,20,30,30,"qc"
7,13,17,19,27,30,"qc"
9,16,21,23,34,30,"qc"
7,13,17,20,25,30,"qc"
8,15,21,23,32,30,"qc"
7,14,18,20,39,30,"qc"
7,14,20,23,33,30,"qc"
10,17,23,26,36,30,"qc"
7,13,22,25,31,30,"qc"
7,12,16,18,24,30,"qc"
8,14,19,21,31,30,"qc"
7,13,18,22,28,30,"qc"
7,13,18,22,26,30,"qc"
9,15,19,22,33,30,"qc"
7,13,18,22,30,30,"qc"
8,15,21,24,78,30,"qc"
7,13,17,20,30,30,"qc"
8,15,24,29,52,30,"qc"
7,14,18,23,33,30,"qc"
8,14,19,23,30,30,"qc"
7,14,20,25,40,30,"qc"
7,14,20,22,41,30,"qc"
7,15,24,28,37,30,"qc"
7,13,18,22,35,30,"qc"
8,15,19,25,46,30,"qc"
9,16,25,32,41,30,"qc"
7,13,18,22,31,30,"qc"
8,14,18,21,34,30,"qc"
6,11,17,20,31,30,"qc"
7,14,20,23,44,30,"qc"
7,14,18,22,41,30,"qc"
8,15,21,26,37,30,"qc"
8,15,19,23,42,30,"qc"
7,12,16,19,29,30,"qc"
7,14,22,24,36,30,"qc"
9,15,22,25,65,30,"qc"
8,13,20,24,33,30,"qc"
9,15,20,24,30,30,"qc"
7,12,18,21,32,30,"qc"
10,16,17,24,32,30,"qc"
7,14,19,23,31,30,"qc"
10,15,21,24,34,30,"qc"
8,15,18,21,34,30,"qc"
9,16,19,24,39,30,"qc"
8,14,19,21,40,30,"qc"
8,15,22,27,48,30,"qc"
6,13,17,22,28,30,"qc"
8,15,21,27,39,30,"qc"
8,14,18,21,32,30,"qc"
10,15,17,22,28,30,"qc"
7,12,15,18,28,30,"qc"
8,15,21,24,35,30,"qc"
8,14,19,21,29,30,"qc"
7,11,17,19,25,30,"qc"
8,15,21,24,39,30,"qc"
8,15,19,23,30,30,"qc"
7,12,19,23,34,30,"qc"
7,12,18,21,29,30,"qc"
7,12,18,20,28,30,"qc"
8,14,18,21,42,30,"qc"
7,12,19,23,34,30,"qc"
6,11,15,19,26,30,"qc"
7,11,16,18,28,30,"qc"
7,11,16,18,28,30,"qc"
7,12,18,21,27,30,"qc"
8,15,21,30,39,30,"qc"
7,12,18,20,38,30,"qc"
8,14,19,23,34,30,"qc"
7,14,18,24,35,30,"qc"
8,12,16,20,31,30,"qc"
8,12,18,20,27,30,"qc"
7,11,16,18,28,30,"qc"
8,12,18,20,29,30,"qc"
9,13,19,22,32,30,"qc"
8,14,21,24,41,30,"qc"
8,15,22,26,43,30,"qc"
8,12,18,21,36,30,"qc"
7,14,16,20,31,30,"qc"
7,12,18,21,26,30,"qc"
5,9,13,15,20,30,"qc"
7,12,16,20,26,30,"qc"
7,14,19,21,31,30,"qc"
9,16,22,25,36,30,"qc"
7,12,16,20,29,30,"qc"
7,12,16,20,28,30,"qc"
8,12,18,21,29,30,"qc"
9,16,21,26,36,30,"qc"
7,12,16,20,26,30,"qc"
7,14,21,24,35,30,"qc"
7,12,18,21,31,30,"qc"
10,14,19,23,32,30,"qc"
7,12,16,18,26,30,"qc"
8,16,20,23,36,30,"qc"
10,14,19,23,38,30,"qc"
7,14,19,21,32,30,"qc"
7,14,19,23,44,30,"qc"
7,14,18,20,29,30,"qc"
7,12,16,20,31,30,"qc"
7,14,18,21,34,30,"qc"
8,14,18,21,36,30,"qc"
5,11,15,18,28,30,"qc"
8,12,18,20,27,30,"qc"
7,14,18,20,29,30,"qc"
7,11,15,17,25,30,"qc"
7,14,16,18,26,30,"qc"
7,11,15,17,23,30,"qc"
7,12,16,20,28,30,"qc"
7,11,15,18,24,30,"qc"
7,12,16,18,23,30,"qc"
5,9,15,18,28,30,"qc"
7,11,15,18,26,30,"qc"
7,11,13,15,21,30,"qc"
7,9,15,17,25,30,"qc"
9,16,18,22,30,30,"qc"
7,12,18,21,32,30,"qc"
8,14,16,21,30,30,"qc"
7,12,16,20,28,30,"qc"
7,11,15,18,24,30,"qc"
7,14,21,25,32,30,"qc"
7,14,18,21,27,30,"qc"
7,12,18,21,27,30,"qc"
7,12,18,21,27,30,"qc"
7,12,18,21,27,30,"qc"
7,14,20,25,58,30,"qc"
9,15,21,24,45,30,"qc"
7,13,15,19,28,30,"qc"
7,12,18,21,31,30,"qc"
5,11,16,20,31,30,"qc"
7,12,18,21,31,30,"qc"
9,13,18,22,31,30,"qc"
9,14,21,25,42,30,"qc"
7,12,19,23,32,30,"qc"
8,14,20,23,33,30,"qc"
7,13,19,21,28,30,"qc"
7,12,18,20,31,30,"qc"
8,14,18,22,55,30,"qc"
7,12,18,21,34,30,"qc"
8,11,15,17,23,30,"qc"
8,14,17,20,28,30,"qc"
8,12,16,20,26,30,"qc"
8,12,17,21,25,30,"qc"
9,12,15,17,26,30,"qc"
8,11,15,17,21,30,"qc"
7,12,18,21,29,30,"qc"
7,12,16,20,26,30,"qc"
7,12,16,20,29,30,"qc"
7,13,17,19,30,30,"qc"
7,13,19,21,30,30,"qc"
8,13,17,19,32,30,"qc"
7,12,18,21,29,30,"qc"
7,13,15,19,23,30,"qc"
8,14,18,21,32,30,"qc"
7,12,18,20,31,30,"qc"
7,12,17,21,27,30,"qc"
8,13,20,22,39,30,"qc"
7,12,17,21,30,30,"qc"
7,12,17,22,31,30,"qc"
5,10,14,16,22,30,"qc"
7,10,14,16,24,30,"qc"
7,10,14,18,27,30,"qc"
10,15,22,27,46,30,"qc"
7,12,16,19,28,30,"qc"
10,13,19,22,35,30,"qc"
9,14,19,23,34,30,"qc"
7,12,15,19,31,30,"qc"
8,13,18,24,35,30,"qc"
7,12,15,19,25,30,"qc"
8,13,16,20,26,30,"qc"
7,13,15,17,25,30,"qc"
7,13,20,25,42,30,"qc"
7,12,15,19,26,30,"qc"
9,14,16,19,25,30,"qc"
9,16,21,23,32,30,"qc"
5,9,13,15,24,30,"qc"
5,12,15,20,33,30,"qc"
9,11,17,19,28,30,"qc"
8,11,17,20,29,30,"qc"
8,13,19,22,30,30,"qc"
7,10,16,18,27,30,"qc"
8,14,17,21,32,30,"qc"
7,12,17,21,30,30,"qc"
7,12,17,22,33,30,"qc"
8,13,16,20,27,30,"qc"
8,14,19,24,39,30,"qc"
7,16,23,31,61,35,"qc"
7,14,19,27,39,35,"qc"
9,18,25,33,62,35,"qc"
7,14,21,35,61,35,"qc"
12,21,32,40,51,35,"qc"
9,18,23,37,90,35,"qc"
10,19,24,32,50,35,"qc"
7,14,18,32,56,35,"qc"
7,14,23,31,43,35,"qc"
7,14,21,35,54,35,"qc"
9,18,22,36,47,35,"qc"
7,14,23,31,84,35,"qc"
10,17,26,34,55,35,"qc"
7,14,21,29,82,35,"qc"
9,18,22,36,89,35,"qc"
9,18,25,33,44,35,"qc"
9,20,29,43,64,35,"qc"
9,16,23,37,55,35,"qc"
10,19,30,44,74,35,"qc"
10,19,26,34,94,35,"qc"
9,16,23,31,52,35,"qc"
9,18,25,33,54,35,"qc"
10,19,28,42,61,35,"qc"
9,16,25,39,57,35,"qc"
7,17,24,32,43,35,"qc"
9,17,24,29,40,35,"qc"
10,19,28,32,43,35,"qc"
9,15,19,23,41,35,"qc"
7,13,17,25,43,35,"qc"
12,21,28,42,63,35,"qc"
7,12,19,33,51,35,"qc"
9,14,18,32,53,35,"qc"
7,16,23,40,99,35,"qc"
10,19,28,42,72,35,"qc"
9,18,22,36,89,35,"qc"
9,18,27,35,56,35,"qc"
9,18,22,36,57,35,"qc"
7,16,20,26,45,35,"qc"
9,18,25,39,98,35,"qc"
9,18,22,28,46,35,"qc"
11,16,29,37,55,35,"qc"
9,17,26,34,55,35,"qc"
7,13,20,28,46,35,"qc"
10,15,21,35,88,35,"qc"
7,13,22,36,65,35,"qc"
9,18,22,36,45,35,"qc"
10,16,21,29,40,35,"qc"
10,19,23,29,40,35,"qc"
10,19,25,33,51,35,"qc"
9,18,29,37,55,35,"qc"
9,14,19,36,89,35,"qc"
11,20,29,43,61,35,"qc"
9,14,25,39,99,35,"qc"
10,19,28,36,55,35,"qc"
12,20,29,35,94,35,"qc"
9,14,20,34,87,35,"qc"
9,16,25,31,60,35,"qc"
10,17,23,37,55,35,"qc"
10,19,23,37,66,35,"qc"
7,13,22,36,50,35,"qc"
11,18,27,41,71,35,"qc"
11,26,32,46,60,35,"qc"
9,14,23,31,45,35,"qc"
7,14,23,31,38,35,"qc"
9,16,20,26,85,35,"qc"
9,16,20,34,63,35,"qc"
10,17,21,27,46,35,"qc"
10,19,24,30,41,35,"qc"
11,18,29,43,96,35,"qc"
10,16,21,27,38,35,"qc"
9,14,23,31,61,35,"qc"
7,14,18,26,79,35,"qc"
9,16,21,27,36,35,"qc"
10,19,28,36,83,35,"qc"
9,14,20,26,40,35,"qc"
9,16,20,34,45,35,"qc"
9,17,21,35,54,35,"qc"
10,17,23,31,42,35,"qc"
10,15,26,34,53,35,"qc"
7,14,20,28,39,35,"qc"
9,14,20,34,52,35,"qc"
9,13,19,27,41,35,"qc"
9,16,25,39,57,35,"qc"
7,14,20,34,93,35,"qc"
10,14,20,26,85,35,"qc"
7,14,18,32,50,35,"qc"
10,18,29,46,105,35,"qc"
9,16,20,32,91,35,"qc"
10,17,23,31,45,35,"qc"
9,14,20,30,51,35,"qc"
10,16,25,35,56,35,"qc"
7,19,24,41,50,35,"qc"
9,17,22,32,50,35,"qc"
9,14,18,24,43,35,"qc"
7,12,16,33,44,35,"qc"
10,17,23,33,44,35,"qc"
9,14,23,29,88,35,"qc"
9,15,20,28,63,35,"qc"
7,11,15,23,37,35,"qc"
7,12,18,34,67,35,"qc"
9,16,21,34,55,35,"qc"
10,17,26,36,66,35,"qc"
9,16,21,29,50,35,"qc"
10,17,26,36,69,35,"qc"
13,20,29,34,45,35,"qc"
9,16,27,39,98,35,"qc"
9,15,19,29,59,35,"qc"
9,16,25,35,56,35,"qc"
13,20,29,39,50,35,"qc"
7,14,19,29,43,35,"qc"
9,15,20,30,60,35,"qc"
9,16,25,33,63,35,"qc"
9,15,19,29,58,35,"qc"
9,15,20,30,51,35,"qc"
9,16,21,29,50,35,"qc"
10,17,24,34,45,35,"qc"
79,150,233,321,551,5,"qc"
59,118,201,289,552,5,"qc"
89,148,252,426,722,5,"qc"
89,160,243,331,594,5,"qc"
59,130,213,301,663,5,"qc"
89,144,248,336,665,5,"qc"
89,120,224,312,608,5,"qc"
59,90,194,282,577,5,"qc"
89,133,216,390,719,5,"qc"
89,120,173,261,557,5,"qc"
89,126,179,285,548,5,"qc"
50,80,184,290,553,5,"qc"
59,96,146,252,386,5,"qc"
79,110,214,423,752,5,"qc"
58,95,148,236,370,5,"qc"
79,123,177,386,682,5,"qc"
79,110,214,302,487,5,"qc"
54,90,154,242,505,5,"qc"
79,110,174,244,515,5,"qc"
79,110,163,269,532,5,"qc"
79,110,163,269,454,5,"qc"
